latitude,longitude,depth,mb,Ms,magnitude,time,second,minute,hour,day,month,year
-8.3511,116.5565,10,5.8,NA,5.8,16667.63652,35.24,16,15,19,8,2018
-8.391,116.5568,10,5.5,NA,5.5,16667.64513,58.88,28,15,19,8,2018
-8.415,116.8263,10,5,NA,5,16667.68134,7.46,21,16,19,8,2018
-8.377,116.8473,10,5.3,NA,5.3,16667.6928,37.71,37,16,19,8,2018
-8.3828,116.8883,10,5.2,NA,5.2,16667.76625,23.92,23,18,19,8,2018
-8.3232,116.6443,10,5.1,NA,5.1,16667.90984,10.12,50,21,19,8,2018
-8.3006,116.6994,6.18,5.2,NA,5.2,16668.06286,31.47,30,1,20,8,2018
-8.543,116.952,10,5.2,NA,5.2,16669.04821,25.16,9,1,21,8,2018
-8.422,116.9263,11.58,6,5.5,6,16673.7731,15.64,33,18,25,8,2018
-8.1302,116.4089,16.06,5.8,5.3,5.8,16681.01095,46.25,15,0,2,9,2018
-8.3429,116.9679,10,5,NA,5,16685.27997,9.07,43,6,6,9,2018
-8.3774,116.6363,26.4,5,NA,5,16686.7185,38.08,14,17,7,9,2018
-8.1224,116.5828,10,5,NA,5,16689.1599,15.56,50,3,10,9,2018
-8.1902,116.5118,10,5.6,5,5.6,16689.84889,24.28,22,20,10,9,2018
-8.361,116.8232,10,5.7,5.1,5.7,16716.74816,21.28,57,17,7,10,2018
-7.4525,114.4553,9,6.3,6,6.3,16719.7812,55.28,44,18,10,10,2018
-9.0392,115.4621,68.09,5,NA,5,16754.72467,31.72,23,17,14,11,2018
-8.3948,116.0135,12,6,5.5,6,16776.04359,46.33,2,1,6,12,2018
